SIM_TIME,YEAR,NODE_ID,SRC_ID,SRC_INFECTED,SRC_GENDER,SRC_AGE,SRC_current_relationship_count,SRC_lifetime_relationship_count,SRC_relationships_in_last_6_months,SRC_FLAGS,SRC_CIRCUMCISED,SRC_STI,SRC_SUPERSPREADER,SRC_INF_AGE,DEST_ID,DEST_INFECTED,DEST_GENDER,DEST_AGE,DEST_current_relationship_count,DEST_lifetime_relationship_count,DEST_relationships_in_last_6_months,DEST_FLAGS,DEST_CIRCUMCISED,DEST_STI,DEST_SUPERSPREADER
37,1960.6,1,5898,1,1,6334.16,1,1,1,0,0,0,0,-42,16931,1,0,9966.46,1,1,1,0,0,0,0
38,1960.6,1,14545,1,0,7296,1,1,1,0,0,0,0,-42,12876,1,1,7907.8,1,1,1,0,0,0,0
38,1960.6,1,13522,1,0,7052.19,1,1,1,0,0,0,0,-42,13055,1,1,7918.63,1,1,1,0,0,0,0
38,1960.6,1,5447,1,1,7175.25,1,1,1,0,0,0,0,-42,14476,1,0,8526,1,1,1,0,0,0,0
39,1960.61,1,9125,1,0,6658.23,1,1,1,0,0,0,0,-42,531,1,1,6882.37,1,1,1,0,0,0,0
39,1960.61,1,10651,1,0,7089.58,1,1,1,0,0,0,0,-42,6227,1,1,5160.24,1,1,1,0,0,0,0
39,1960.61,1,3861,1,1,6238.13,1,1,1,0,0,0,0,-42,6509,1,0,8847.09,1,1,1,0,0,0,0
39,1960.61,1,4346,1,1,6790.49,1,1,1,0,0,0,0,-42,11975,1,0,8560.25,1,1,1,0,0,0,0
39,1960.61,1,6577,1,1,7241.3,1,1,1,0,0,0,0,-42,12866,1,0,9285.01,1,1,1,0,0,0,0
39,1960.61,1,14554,1,1,6990.22,1,1,1,0,0,0,0,-42,14614,1,0,9029.21,1,1,1,0,0,0,0
40,1960.61,1,738,1,0,6073.71,1,1,1,0,0,0,0,-42,3300,1,1,8074.36,1,1,1,0,0,0,0
40,1960.61,1,8769,1,1,5942.3,1,1,1,0,0,0,0,-42,5913,1,0,10587.3,1,1,1,0,0,0,0
40,1960.61,1,15856,1,0,7257.01,1,1,1,0,0,0,0,-42,6474,1,1,6135.31,1,1,1,0,0,0,0
40,1960.61,1,2028,1,1,6530.75,1,1,1,0,0,0,0,-42,9734,1,0,9572.71,1,1,1,0,0,0,0
40,1960.61,1,14754,1,1,6519.52,1,1,1,0,0,0,0,-42,9896,1,0,9853.36,1,1,1,0,0,0,0
41,1960.61,1,16808,1,1,7189.15,1,1,1,0,0,0,0,-42,17225,1,0,12633,1,1,1,0,0,0,0
42,1960.62,1,13323,1,1,6742.16,1,1,1,0,0,0,0,-42,7034,1,0,8921.63,1,1,1,0,0,0,0
42,1960.62,1,15413,1,1,6672.23,1,1,1,0,0,0,0,-42,8297,1,0,8099.97,1,1,1,0,0,0,0
42,1960.62,1,5869,1,1,6693.59,1,1,1,0,0,0,0,-42,8798,1,0,7487.33,1,1,1,0,0,0,0
42,1960.62,1,1824,1,1,5799.58,1,1,1,0,0,0,0,-42,16628,1,0,7482.39,1,1,1,0,0,0,0
43,1960.62,1,5280,1,1,6650.42,1,1,1,0,0,0,0,-42,9106,1,0,8889.35,1,1,1,0,0,0,0
44,1960.62,1,8292,1,0,6508.86,1,1,1,0,0,0,0,-42,15739,1,1,5387.89,1,1,1,0,0,0,0
45,1960.62,1,7074,1,1,6313.84,1,1,1,0,0,0,0,-42,3468,1,0,7469.72,1,1,1,0,0,0,0
45,1960.62,1,10575,1,1,6432.87,1,1,1,0,0,0,0,-42,5106,1,0,7978.31,1,1,1,0,0,0,0
46,1960.63,1,7343,1,1,6856.17,1,1,1,0,0,0,0,-42,3438,1,0,8662.42,1,1,1,0,0,0,0
46,1960.63,1,8805,1,1,7029.44,1,1,1,0,0,0,0,-42,4397,1,0,6443.78,1,1,1,0,0,0,0
46,1960.63,1,17272,1,0,6519.67,1,1,1,0,0,0,0,-42,7105,1,1,7839.05,1,1,1,0,0,0,0
47,1960.63,1,4678,1,0,6930.96,1,1,1,0,0,0,0,-42,2732,1,1,7010.77,1,1,1,0,0,0,0
47,1960.63,1,13424,1,0,7096.11,1,1,1,0,0,0,0,-42,10646,1,1,9137.74,1,1,1,0,0,0,0
48,1960.63,1,938,1,1,5892.86,1,1,1,0,0,0,0,-42,2410,1,0,7336.71,1,1,1,0,0,0,0
48,1960.63,1,12685,1,1,6015.56,1,1,1,0,0,0,0,-42,2489,1,0,8281.32,1,1,1,0,0,0,0
48,1960.63,1,9802,1,1,6616.87,1,1,1,0,0,0,0,-42,2869,1,0,9819.4,1,1,1,0,0,0,0
48,1960.63,1,7257,1,1,6839.05,1,1,1,0,0,0,0,-42,8652,1,0,5158.39,1,1,1,0,0,0,0
48,1960.63,1,11605,1,1,6828.19,1,1,1,0,0,0,0,-42,14103,1,0,9851.49,1,1,1,0,0,0,0
49,1960.63,1,3543,1,1,6318.81,1,1,1,0,0,0,0,-42,13105,1,0,10258.6,1,1,1,0,0,0,0
49,1960.63,1,927,1,1,7169.16,1,1,1,0,0,0,0,-42,13250,1,0,7481.34,1,1,1,0,0,0,0
50,1960.64,1,3741,1,0,7105.2,1,1,1,0,0,0,0,-42,4959,1,1,7329.86,1,1,1,0,0,0,0
51,1960.64,1,11037,1,1,6324.3,1,1,1,0,0,0,0,-42,1127,1,0,8170.27,1,1,1,0,0,0,0
51,1960.64,1,14378,1,0,6379.38,1,1,1,0,0,0,0,-42,14452,1,1,8736.29,1,1,1,0,0,0,0
52,1960.64,1,11178,1,1,6249.33,1,1,1,0,0,0,0,-42,1632,1,0,9369.29,1,1,1,0,0,0,0
53,1960.65,1,7055,1,0,6585.89,1,1,1,0,0,0,0,-42,8892,1,1,6306.52,1,1,1,0,0,0,0
53,1960.65,1,14576,1,0,6005.84,1,1,1,0,0,0,0,-42,15902,1,1,7404.55,1,1,1,0,0,0,0
53,1960.65,1,7045,1,0,6237.74,1,1,1,0,0,0,0,-42,16840,1,1,5878.33,1,1,1,0,0,0,0
54,1960.65,1,15555,1,1,6954.84,1,1,1,0,0,0,0,-42,6977,1,0,8372.96,1,1,1,0,0,0,0
55,1960.65,1,16268,1,1,6752.72,1,1,1,0,0,0,0,-42,8334,1,0,9146.03,1,1,1,0,0,0,0
55,1960.65,1,6065,1,1,7193.74,1,1,1,0,0,0,0,-42,16465,1,0,9421.5,1,1,1,0,0,0,0
56,1960.65,1,13008,1,1,6777.99,1,1,1,0,0,0,0,-42,633,1,0,9420.07,1,1,1,0,0,0,0
56,1960.65,1,7835,1,1,5751.25,1,1,1,0,0,0,0,-42,11432,1,0,7466.06,1,1,1,0,0,0,0
56,1960.65,1,16644,1,1,6630.28,1,1,1,0,0,0,0,-42,13934,1,0,9844.01,1,1,1,0,0,0,0
56,1960.65,1,11342,1,1,7180.24,1,1,1,0,0,0,0,-42,14809,1,0,9259.08,1,1,1,0,0,0,0
56,1960.65,1,1196,1,1,6710.95,1,1,1,0,0,0,0,-42,16200,1,0,10914.6,1,1,1,0,0,0,0
57,1960.66,1,10394,1,1,6571.72,1,1,1,0,0,0,0,-42,14469,1,0,10256.2,1,1,1,0,0,0,0
58,1960.66,1,10138,1,1,6510.16,1,1,1,0,0,0,0,-42,1231,1,0,8194.73,1,1,1,0,0,0,0
58,1960.66,1,8477,1,1,5875.59,1,1,1,0,0,0,0,-42,8821,1,0,8587.62,1,1,1,0,0,0,0
58,1960.66,1,2970,1,0,6794.31,1,1,1,0,0,0,0,-42,8919,1,1,8834.11,1,1,1,0,0,0,0
59,1960.66,1,5731,1,1,7198.63,1,1,1,0,0,0,0,-42,4568,1,0,8185.23,1,1,1,0,0,0,0
59,1960.66,1,6304,1,1,7216.14,1,1,1,0,0,0,0,-42,8660,1,0,11383.7,1,1,1,0,0,0,0
59,1960.66,1,1085,1,1,5907.47,1,1,1,0,0,0,0,-42,9995,1,0,7926.03,1,1,1,0,0,0,0
59,1960.66,1,17025,1,1,6381.37,1,1,1,0,0,0,0,-42,16260,1,0,7326.22,1,1,1,0,0,0,0
60,1960.66,1,9983,1,0,7275.79,1,1,1,0,0,0,0,-42,12307,1,1,7794.83,1,1,1,0,0,0,0
60,1960.66,1,1920,1,1,6937.1,1,1,1,0,0,0,0,-42,15250,1,0,5252.59,1,1,1,0,0,0,0
61,1960.67,1,10872,1,1,5485.79,1,1,1,0,0,0,0,-42,3241,1,0,7566.22,1,1,1,0,0,0,0
61,1960.67,1,16112,1,0,7212.73,1,1,1,0,0,0,0,-42,5921,1,1,5428.28,1,1,1,0,0,0,0
62,1960.67,1,15150,1,1,6186.51,1,1,1,0,0,0,0,-42,2044,1,0,10948.7,1,1,1,0,0,0,0
62,1960.67,1,8825,1,1,7139.35,1,1,1,0,0,0,0,-42,2989,1,0,8174.24,1,1,1,0,0,0,0
62,1960.67,1,9939,1,1,7021.46,1,1,1,0,0,0,0,-42,13029,1,0,9847.46,1,1,1,0,0,0,0
62,1960.67,1,7916,1,1,6634,1,1,1,0,0,0,0,-42,15456,1,0,8426.25,1,1,1,0,0,0,0
63,1960.67,1,6621,1,1,6203.5,1,1,1,0,0,0,0,-42,15506,1,0,7613.68,1,1,1,0,0,0,0
63,1960.67,1,5091,1,0,5880.94,1,1,1,0,0,0,0,-42,17356,1,1,5808.87,1,1,1,0,0,0,0
65,1960.68,1,14253,1,1,7031.84,1,1,1,0,0,0,0,-42,8194,1,0,8371.15,1,1,1,0,0,0,0
65,1960.68,1,16874,1,1,7100.08,1,1,1,0,0,0,0,-42,12255,1,0,8945.85,1,1,1,0,0,0,0
65,1960.68,1,8195,1,0,6245.75,1,1,1,0,0,0,0,-42,16125,1,1,7570.61,1,1,1,0,0,0,0
66,1960.68,1,14184,1,1,5489.1,1,1,1,0,0,0,0,-42,961,1,0,8683.98,1,1,1,0,0,0,0
66,1960.68,1,16702,1,1,6139.95,1,1,1,0,0,0,0,-42,1433,1,0,9502.47,1,1,1,0,0,0,0
66,1960.68,1,15408,1,1,7089.51,1,1,1,0,0,0,0,-42,4639,1,0,7277.79,1,1,1,0,0,0,0
66,1960.68,1,7125,1,1,6574.48,1,1,1,0,0,0,0,-42,11911,1,0,8715.91,1,1,1,0,0,0,0
66,1960.68,1,12520,1,1,5713.04,1,1,1,0,0,0,0,-42,16764,1,0,9619.49,1,1,1,0,0,0,0
67,1960.68,1,12662,1,1,6955.36,1,1,1,0,0,0,0,-42,1054,1,0,6804.3,1,1,1,0,0,0,0
67,1960.68,1,12529,1,1,5526.1,1,1,1,0,0,0,0,-42,4342,1,0,7499.7,1,1,1,0,0,0,0
67,1960.68,1,10941,1,1,6479.53,1,1,1,0,0,0,0,-42,12905,1,0,8695.95,1,1,1,0,0,0,0
68,1960.69,1,7158,1,0,7201.93,1,1,1,0,0,0,0,-42,8677,1,1,7808.32,1,1,1,0,0,0,0
68,1960.69,1,8205,1,1,6669.5,1,1,1,0,0,0,0,-42,15713,1,0,8107.17,1,1,1,0,0,0,0
70,1960.69,1,17067,1,1,5978.4,1,1,1,0,0,0,0,-42,10097,1,0,9527.11,1,1,1,0,0,0,0
70,1960.69,1,387,1,0,6066.12,1,1,1,0,0,0,0,-42,10152,1,1,8575.77,1,1,1,0,0,0,0
71,1960.69,1,8849,1,1,5904.37,1,1,1,0,0,0,0,-42,4771,1,0,7684.42,1,1,1,0,0,0,0
71,1960.69,1,15087,1,1,6778.33,1,1,1,0,0,0,0,-42,6160,1,0,9994.92,1,1,1,0,0,0,0
72,1960.7,1,365,1,1,6963.61,1,1,1,0,0,0,0,-42,2121,1,0,8685.27,1,1,1,0,0,0,0
73,1960.7,1,5168,1,1,6248.64,1,1,1,0,0,0,0,-42,5174,1,0,7760.07,1,1,1,0,0,0,0
73,1960.7,1,8873,1,1,6976.15,1,1,1,0,0,0,0,-42,10006,1,0,8540.71,1,1,1,0,0,0,0
73,1960.7,1,16033,1,1,5926.53,1,1,1,0,0,0,0,-42,10565,1,0,8527.24,1,1,1,0,0,0,0
