SIM_TIME,YEAR,NODE_ID,SRC_ID,SRC_INFECTED,SRC_GENDER,SRC_AGE,SRC_current_relationship_count,SRC_lifetime_relationship_count,SRC_relationships_in_last_6_months,SRC_FLAGS,SRC_CIRCUMCISED,SRC_STI,SRC_SUPERSPREADER,SRC_INF_AGE,DEST_ID,DEST_INFECTED,DEST_GENDER,DEST_AGE,DEST_current_relationship_count,DEST_lifetime_relationship_count,DEST_relationships_in_last_6_months,DEST_FLAGS,DEST_CIRCUMCISED,DEST_STI,DEST_SUPERSPREADER,SRC_CD4,SRC_VIRAL_LOAD,SRC_STAGE,DEST_CD4,DEST_VIRAL_LOAD,DEST_STAGE
4641,2007.72,4,4965,1,0,10696.5,1,13,1,0,0,0,0,-42,2598,1,1,7877.72,1,12,1,0,0,0,0,71.8381,10000,2,540.55,10000,1
4891,2008.4,2,5459,1,0,8940.85,1,8,2,0,0,0,0,-42,4932,1,1,6334.08,1,2,2,0,0,0,0,78.8244,10000,3,540.55,10000,1
5150,2009.11,1,4453,1,1,9399.6,1,7,0,0,0,0,0,-42,2793,1,0,9361.96,1,4,0,0,0,0,0,39.9257,10000,3,540.55,10000,1
5167,2009.16,2,2315,1,0,8188.33,1,9,2,0,0,0,0,-42,3167,1,1,6622.91,1,10,1,0,0,0,0,114.198,10000,2,540.55,10000,1
5344,2009.64,3,707,1,0,23348.3,1,4,0,0,0,0,0,-42,3557,1,1,29275.1,1,1,0,0,0,0,0,103.518,10000,4,540.55,10000,1
5373,2009.72,3,3964,1,1,6554.44,1,7,1,0,0,0,0,-42,3901,1,0,9451.41,1,16,1,0,0,0,0,103.332,10000,2,540.55,10000,1
5436,2009.89,2,6894,1,0,8925.6,1,10,1,0,0,0,0,-42,6015,1,1,6636.77,1,9,1,0,0,0,0,96.6913,10000,2,540.55,10000,1
5634,2010.44,4,1817,1,1,13818.3,1,13,0,0,0,0,0,-42,825,1,0,15882.5,1,10,0,0,0,0,0,51.112,10000,2,540.55,10000,1
5659,2010.5,1,5626,1,1,6867.44,1,9,2,0,0,0,0,-42,3724,1,0,7898.59,1,6,1,0,0,0,0,34.3886,10000,3,540.55,10000,1
5929,2011.24,1,2459,1,0,7103.54,1,2,1,0,0,0,0,-42,7062,1,1,5711,1,2,2,0,0,0,0,56.2412,10000,2,540.55,10000,1
5931,2011.25,1,5158,1,0,7848.98,1,8,1,0,0,0,0,-42,6685,1,1,5997.14,1,5,2,0,0,0,0,59.7321,10000,2,540.55,10000,1
6023,2011.5,4,962,1,0,13223.3,1,25,1,0,0,0,0,-42,3042,1,1,8444.89,1,13,2,0,0,0,0,63.1384,10000,2,540.55,10000,1
6102,2011.72,1,4631,1,0,18462.7,1,12,0,0,0,0,0,-42,3876,1,1,15985.5,1,16,0,0,0,0,0,333.984,10000,4,540.55,10000,1
6505,2012.82,4,4765,1,0,13787,1,18,0,0,0,0,0,-42,3905,1,1,15263.6,1,18,0,0,0,0,0,40.0085,10000,3,540.55,10000,1
6813,2013.67,3,2375,1,0,9480.54,1,11,2,0,0,0,0,-42,5084,1,1,6972.83,1,3,1,0,0,0,0,403.236,10000,4,540.55,10000,1
6938,2014.01,4,4846,1,0,12287.6,1,24,2,0,0,0,0,-42,1364,1,1,7737.36,1,8,1,0,0,0,0,75.6087,10000,2,540.55,10000,1
6948,2014.04,1,6668,1,0,8678.91,1,13,3,0,0,0,0,-42,6982,1,1,6868,1,8,2,0,0,0,0,69.0346,10000,3,540.55,10000,1
