Time, NodeID, NumIndividuals, NumInfected,AvgParasiteDensity,AvgGametocyteDensity,NumInfections
16,1,1000,1000,0.0124916,0,1000
17,7,1000,1000,0.0127131,0,1000
17,6,1000,1000,0.0129943,0,1000
17,5,1000,1000,0.0119241,0,1000
17,4,1000,1000,0.0129838,0,1000
17,3,1000,1000,0.0126614,0,1000
17,2,1000,1000,0.0122326,0,1000
17,1,1000,1000,0.0124863,0,1000
18,7,1000,1000,0.201886,0,1000
18,6,1000,1000,0.20635,0,1000
18,5,1000,1000,0.189372,0,1000
18,4,1000,1000,0.206185,0,1000
18,3,1000,1000,0.201066,0,1000
18,2,1000,1000,0.194271,0,1000
18,1,1000,1000,0.198288,0,1000
19,7,1000,1000,0.201798,0,1000
19,6,1000,1000,0.206259,0,1000
19,5,1000,1000,0.189299,0,1000
19,4,1000,1000,0.206096,0,1000
19,3,1000,1000,0.200979,0,1000
19,2,1000,1000,0.194195,0,1000
19,1,1000,1000,0.198204,0,1000
20,7,1000,1000,3.14041,0,1000
20,6,1000,1000,3.20982,0,1000
20,5,1000,1000,2.94617,0,1000
20,4,1000,1000,3.20731,0,1000
20,3,1000,1000,3.12768,0,1000
20,2,1000,1000,3.02235,0,1000
20,1,1000,1000,3.08455,0,1000
21,7,1000,1000,3.13904,0,1000
21,6,1000,1000,3.20842,0,1000
21,5,1000,1000,2.94503,0,1000
21,4,1000,1000,3.20592,0,1000
21,3,1000,1000,3.12633,0,1000
21,2,1000,1000,3.02117,0,1000
21,1,1000,1000,3.08324,0,1000
22,7,1000,1000,48.8483,0,1000
22,6,1000,1000,49.9277,0,1000
22,5,1000,1000,45.8335,0,1000
22,4,1000,1000,49.8893,0,1000
22,3,1000,1000,48.651,0,1000
22,2,1000,1000,47.0183,0,1000
22,1,1000,1000,47.9811,0,1000
23,7,1000,1000,48.8271,0,1000
23,6,1000,1000,49.9059,0,1000
23,5,1000,1000,45.8159,0,1000
23,4,1000,1000,49.8677,0,1000
23,3,1000,1000,48.6301,0,1000
23,2,1000,1000,47,0,1000
23,1,1000,1000,47.9609,0,1000
24,7,1000,1000,759.808,0,1000
24,6,1000,1000,776.592,0,1000
24,5,1000,1000,713.022,0,1000
24,4,1000,1000,776.008,0,1000
24,3,1000,1000,756.75,0,1000
24,2,1000,1000,731.446,0,1000
24,1,1000,1000,746.347,0,1000
25,7,1000,1000,737.595,0,1000
25,6,1000,1000,753.726,0,1000
25,5,1000,1000,695.039,0,1000
25,4,1000,1000,753.002,0,1000
25,3,1000,1000,734.844,0,1000
25,2,1000,1000,712.843,0,1000
25,1,1000,1000,725.368,0,1000
26,7,1000,1000,10531,0,1000
26,6,1000,1000,10756.1,0,1000
26,5,1000,1000,10056.4,0,1000
26,4,1000,1000,10747.8,0,1000
26,3,1000,1000,10500.1,0,1000
26,2,1000,1000,10303.8,0,1000
26,1,1000,1000,10390.2,0,1000
27,7,1000,1000,7417.85,0,1000
27,6,1000,1000,7514.11,0,1000
27,5,1000,1000,7215.41,0,1000
27,4,1000,1000,7502.95,0,1000
27,3,1000,1000,7414.74,0,1000
27,2,1000,1000,7333.58,0,1000
27,1,1000,1000,7357.52,0,1000
28,7,1000,1000,60903.5,0,1000
28,6,1000,1000,61535.6,0,1000
28,5,1000,1000,59533.2,0,1000
28,4,1000,1000,61483,0,1000
28,3,1000,1000,60904.7,0,1000
28,2,1000,1000,60307.1,0,1000
28,1,1000,1000,60489.7,0,1000
29,7,1000,1000,27520.5,0,1000
29,6,1000,1000,27764.3,0,1000
29,5,1000,1000,27110.8,0,1000
29,4,1000,1000,27727.2,0,1000
29,3,1000,1000,27540.5,0,1000
29,2,1000,1000,27398.8,0,1000
29,1,1000,1000,27388.2,0,1000
30,7,1000,1000,118505,0,1000
30,6,1000,1000,122521,0,1000
30,5,1000,1000,155240,0,1000
30,4,1000,1000,37359.1,0,1000
30,3,1000,1000,158093,0,1000
30,2,1000,1000,37259.2,0,1000
30,1,1000,1000,169651,0,1000
31,7,1000,1000,31093.3,0.0638108,1000
31,6,1000,1000,18834.4,0.0652195,1000
31,5,1000,1000,45899.3,0.0598924,1000
31,4,1000,1000,2805.98,0.065171,1000
31,3,1000,1000,46541.7,0.0635549,1000
31,2,1000,1000,2808.04,0.0614389,1000
31,1,1000,1000,50751.2,0.0626833,1000
32,7,1000,1000,123677,0.0483499,1000
32,6,1000,1000,37106.4,0.0494229,1000
32,5,1000,1000,188012,0.0453822,1000
32,4,1000,1000,4984.33,0.0493853,1000
32,3,1000,1000,190021,0.0481535,1000
32,2,1000,1000,4999.03,0.0465511,1000
32,1,1000,1000,207870,0.0474981,1000
33,7,1000,1000,27706.8,1.02924,1000
33,6,1000,1000,4310.23,1.05196,1000
33,5,1000,1000,42671.7,0.966173,1000
33,4,1000,1000,713.148,1.05119,1000
33,3,1000,1000,42990.8,1.02512,1000
33,2,1000,1000,716.572,0.991108,1000
33,1,1000,1000,47064.5,1.01109,1000
34,7,1000,1000,91163.2,0.779886,1000
34,6,1000,1000,7203.23,0.797085,1000
34,5,1000,1000,141919,0.732134,1000
34,4,1000,1000,1719.2,0.796506,1000
34,3,1000,1000,142477,0.776774,1000
34,2,1000,1000,1730.37,0.751021,1000
34,1,1000,1000,155931,0.766146,1000
35,7,1000,1000,13259.1,16.0305,1000
35,6,1000,1000,694.292,16.3841,1000
35,5,1000,1000,24210.2,15.0504,1000
35,4,1000,1000,66.3028,16.3724,1000
35,3,1000,1000,26293.5,15.9666,1000
35,2,1000,1000,66.7769,15.4387,1000
35,1,1000,1000,28764.8,15.7484,1000
36,7,1000,1000,32888,12.1468,1000
36,6,1000,1000,941.38,12.4147,1000
36,5,1000,1000,65134.3,11.4046,1000
36,4,1000,1000,42.7096,12.4058,1000
36,3,1000,1000,71880.1,12.0984,1000
36,2,1000,1000,43.0308,11.6987,1000
36,1,1000,1000,78613.2,11.9331,1000
37,7,1000,1000,5171.31,223.298,1000
37,6,1000,1000,73.2748,228.066,1000
37,5,1000,1000,10415.3,213.166,1000
37,4,1000,1000,2.87146,227.895,1000
37,3,1000,1000,11518.1,222.637,1000
37,2,1000,1000,2.89362,218.41,1000
37,1,1000,1000,12594.2,220.295,1000
38,7,1000,1000,12620,169.208,1000
38,6,1000,1000,86.949,172.82,1000
38,5,1000,1000,25593.5,161.537,1000
38,4,1000,1000,4.0144,172.691,1000
38,3,1000,1000,28304.9,168.707,1000
38,2,1000,1000,4.04571,165.509,1000
38,1,1000,1000,30945.8,166.934,1000
39,7,1000,1000,1892.76,1367.47,1000
39,6,1000,1000,5.52484,1382.99,1000
39,5,1000,1000,3849.2,1334.14,1000
39,4,1000,1000,0.421385,1381.84,1000
39,3,1000,1000,4257.05,1367.13,1000
39,2,1000,1000,0.424689,1352.81,1000
39,1,1000,1000,4654.19,1357.43,1000
40,7,1000,1000,3847.7,1036.31,1000
40,6,1000,1000,6.33694,1048.06,1000
40,5,1000,1000,8217.56,1011.07,1000
40,4,1000,1000,0.738741,1047.19,1000
40,3,1000,1000,9904.92,1036.05,1000
40,2,1000,1000,0.194773,1025.22,1000
40,1,1000,1000,10828.7,1028.71,1000
41,7,1000,1000,530.106,3197.87,1000
41,6,1000,1000,0.453667,3288.74,1000
41,5,1000,1000,1188.78,3927.8,1000
41,4,1000,1000,0.0887486,1554.19,1000
41,3,1000,1000,1460.48,4004.07,1000
41,2,1000,1000,0.00664244,1535.67,1000
41,1,1000,1000,1596.77,4234,1000
42,7,1000,1000,1185.45,2423.53,1000
42,6,1000,1000,0.579461,2492.41,1000
42,5,1000,1000,2680.94,2976.84,1000
42,4,1000,1000,0.172512,1177.84,1000
42,3,1000,1000,3304.92,3034.56,1000
42,2,1000,1000,0.0059932,1163.83,1000
42,1,1000,1000,3613.38,3208.84,1000
43,7,1000,1000,171.557,4355.35,1000
43,6,1000,1000,0.0375624,2644.6,1000
43,5,1000,1000,388.96,6086.38,1000
43,4,1000,1000,0.0221597,994.142,1000
43,3,1000,1000,479.971,6170.26,1000
43,2,1000,1000,0.000481596,983.857,1000
43,1,1000,1000,524.755,6666.06,1000
44,7,1000,1000,382.163,3300.83,1000
44,6,1000,1000,0.0275759,2004.27,1000
44,5,1000,1000,867.604,4612.91,1000
44,4,1000,1000,0.0452458,753.415,1000
44,3,1000,1000,1070.93,4676.4,1000
44,2,1000,1000,0.000725835,745.636,1000
44,1,1000,1000,1170.9,5052.18,1000
45,7,1000,1000,51.1219,4358.57,1000
45,6,1000,1000,0.00178063,1665.69,1000
45,5,1000,1000,115.806,6387.93,1000
45,4,1000,1000,0.00603532,606.001,1000
45,3,1000,1000,153.96,6446.88,1000
45,2,1000,1000,2.02344e-05,600.349,1000
45,1,1000,1000,168.331,7005.91,1000
46,7,1000,1000,108.342,3303.33,1000
46,6,1000,1000,0.00194411,1262.39,1000
46,5,1000,1000,252.415,4841.56,1000
46,4,1000,1000,0.0126983,459.263,1000
46,3,1000,1000,341.092,4886.15,1000
46,2,1000,1000,8.91588e-06,454.99,1000
46,1,1000,1000,372.945,5309.86,1000
47,7,1000,1000,15.3869,3173.56,1000
47,6,1000,1000,0.000132146,975.911,1000
47,5,1000,1000,35.9882,4996.9,1000
47,4,1000,1000,0.00173562,348.926,1000
47,3,1000,1000,48.7834,5167.87,1000
47,2,1000,1000,4.6647e-07,345.702,1000
47,1,1000,1000,53.3392,5626.28,1000
48,7,1000,1000,33.8997,2405.23,1000
48,6,1000,1000,0.000153,739.621,1000
48,5,1000,1000,79.3811,3787.3,1000
48,4,1000,1000,0.00371917,264.437,1000
48,3,1000,1000,107.694,3916.82,1000
48,2,1000,1000,4.43597e-07,261.999,1000
48,1,1000,1000,117.759,4264.27,1000
49,7,1000,1000,4.83162,2080.03,1000
49,6,1000,1000,1.12224e-05,562.312,1000
49,5,1000,1000,11.3186,3392.1,1000
49,4,1000,1000,0.000515737,200.488,1000
49,3,1000,1000,15.362,3545.39,1000
49,2,1000,1000,3.37665e-08,198.645,1000
49,1,1000,1000,16.7977,3862.58,1000
50,7,1000,1000,10.4154,1576.46,1000
50,6,1000,1000,1.03046e-05,426.163,1000
50,5,1000,1000,22.9351,2570.98,1000
50,4,1000,1000,0.00111543,151.941,1000
50,3,1000,1000,33.8548,2687.12,1000
50,2,1000,1000,2.97724e-08,150.548,1000
50,1,1000,1000,37.0207,2927.53,1000
51,7,1000,1000,1.4523,1273.2,1000
51,6,1000,1000,6.32273e-07,323.108,1000
51,5,1000,1000,3.20651,2116.11,1000
51,4,1000,1000,0.000156151,115.165,1000
51,3,1000,1000,4.82273,2238.47,1000
51,2,1000,1000,3.62849e-09,114.1,1000
51,1,1000,1000,5.27371,2439.52,1000
52,7,1000,1000,3.18573,964.963,1000
52,6,1000,1000,7.00556e-07,244.876,1000
52,5,1000,1000,7.03631,1603.87,1000
52,4,1000,1000,0.000338845,87.2786,1000
52,3,1000,1000,10.6196,1696.58,1000
52,2,1000,994,0,85.7079,994
52,1,1000,1000,11.6133,1848.97,1000
53,7,1000,1000,0.453093,755.502,1000
53,6,1000,1000,3.67647e-08,185.598,1000
53,5,1000,1000,1.00052,1270.27,1000
53,4,1000,1000,4.75361e-05,66.1483,1000
53,3,1000,1000,1.51175,1353.23,1000
53,2,1000,994,0,64.9565,994
53,1,1000,1000,1.65324,1475.02,1000
54,7,1000,994,0.997004,572.327,994
54,6,1000,899,3.07886e-08,129.982,899
54,5,1000,1000,2.20151,962.783,1000
54,4,1000,993,0.000100682,49.6858,993
54,3,1000,1000,3.32777,1025.64,1000
54,2,1000,25,0,1.06843,25
54,1,1000,1000,3.63945,1117.96,1000
55,7,1000,994,0.139793,441.556,994
55,6,1000,899,1.95835e-09,98.5144,899
55,5,1000,1000,0.287743,747.411,1000
55,4,1000,993,1.41468e-05,37.6559,993
55,3,1000,1000,0.473563,799.183,1000
55,2,1000,25,0,0.809921,25
55,1,1000,1000,0.51792,871.192,1000
56,7,1000,976,0.302185,334.186,976
56,6,1000,382,0,39.7433,382
56,5,1000,999,0.621524,566.454,999
56,4,1000,987,2.80856e-05,28.3623,987
56,3,1000,1000,1.04222,605.72,1000
56,2,1000,0,0,0,0
56,1,1000,1000,1.14,660.299,1000
57,7,1000,976,0.0428856,255.489,976
57,6,1000,382,0,30.1247,382
57,5,1000,999,0.0881075,434.481,999
57,4,1000,987,3.90835e-06,21.495,987
57,3,1000,1000,0.148277,466.041,1000
57,2,1000,0,0,0,0
57,1,1000,1000,0.1622,508.059,1000
58,7,1000,878,0.0943263,187.251,878
58,6,1000,31,0,3.15455,31
58,5,1000,993,0.193717,329.029,993
58,4,1000,978,7.34189e-06,16.1542,978
58,3,1000,1000,0.326411,353.224,1000
58,2,1000,0,0,0,0
58,1,1000,1000,0.3571,385.072,1000
59,7,1000,878,0.0134153,142.609,878
59,6,1000,31,0,2.39109,31
59,5,1000,993,0.0275406,251.001,993
59,4,1000,978,1.01175e-06,12.2427,978
59,3,1000,1000,0.0464339,269.912,1000
59,2,1000,0,0,0,0
59,1,1000,1000,0.0508034,294.256,1000
60,7,1000,817,0.0292976,103.521,817
60,6,1000,3,0,0.257094,3
60,5,1000,983,0.0562607,189.624,983
60,4,1000,926,1.73182e-06,8.58792,926
60,3,1000,999,0.102212,204.56,999
60,2,1000,0,0,0,0
60,1,1000,1000,0.111824,223.025,1000
61,7,1000,817,0.00415994,78.6711,817
61,6,1000,3,0,0.194883,3
61,5,1000,983,0.007872,144.191,983
61,4,1000,926,2.43808e-07,6.50881,926
61,3,1000,999,0.0145397,155.731,999
61,2,1000,0,0,0,0
61,1,1000,1000,0.0159117,169.792,1000
62,7,1000,748,0.00915342,56.6986,748
62,6,1000,0,0,0,0
62,5,1000,970,0.0172644,108.706,970
62,4,1000,754,4.81318e-07,3.77732,754
62,3,1000,997,0.0320133,118.018,997
62,2,1000,0,0,0,0
62,1,1000,1000,0.0350182,128.69,1000
63,7,1000,748,0.00130193,43.0374,748
63,6,1000,0,0,0,0
63,5,1000,970,0.00245489,82.5362,970
63,4,1000,753,6.01056e-08,2.85819,753
63,3,1000,997,0.00455293,89.6654,997
63,2,1000,0,0,0,0
63,1,1000,1000,0.0049822,97.7742,1000
64,7,1000,607,0.00286508,28.4681,607
64,6,1000,0,0,0,0
64,5,1000,935,0.00539961,61.2635,935
64,4,1000,456,1.00977e-07,1.25333,456
64,3,1000,992,0.0100146,67.9441,992
64,2,1000,0,0,0,0
64,1,1000,1000,0.0109707,74.106,1000
65,7,1000,607,0.000406209,21.5965,607
65,6,1000,0,0,0,0
65,5,1000,935,0.000709796,46.4789,935
65,4,1000,455,1.54901e-08,0.947383,455
65,3,1000,992,0.00142503,51.5644,992
65,2,1000,0,0,0,0
65,1,1000,1000,0.00156002,56.2412,1000
66,7,1000,467,0.000890882,14.6221,467
66,6,1000,0,0,0,0
66,5,1000,896,0.00153168,34.3872,896
66,4,1000,50,1.47574e-08,0.0794073,50
66,3,1000,990,0.00313873,39.0791,990
66,2,1000,0,0,0,0
66,1,1000,1000,0.00343852,42.6269,1000
67,7,1000,466,0.00012685,11.0869,466
67,6,1000,0,0,0,0
67,5,1000,896,0.000216826,26.076,896
67,4,1000,49,1.5298e-09,0.0590246,49
67,3,1000,990,0.000447108,29.6402,990
67,2,1000,0,0,0,0
67,1,1000,1000,0.000489063,32.3314,1000
68,7,1000,435,0.000277456,8.12272,435
68,6,1000,0,0,0,0
68,5,1000,861,0.000477919,19.2698,861
68,4,1000,4,0,0.00352693,4
68,3,1000,990,0.000978949,22.4651,990
68,2,1000,0,0,0,0
68,1,1000,1000,0.0010758,24.5049,1000
69,7,1000,435,3.95187e-05,6.15823,435
69,6,1000,0,0,0,0
69,5,1000,861,6.80411e-05,14.6094,861
69,4,1000,4,0,0.00267358,4
69,3,1000,990,0.000139405,17.0336,990
69,2,1000,0,0,0,0
69,1,1000,1000,0.000153107,18.5804,1000
70,7,1000,396,8.52307e-05,4.38997,396
70,6,1000,0,0,0,0
70,5,1000,803,0.000148235,10.5984,803
70,4,1000,0,0,0,0
70,3,1000,981,0.000305367,12.9029,981
70,2,1000,0,0,0,0
70,1,1000,1000,0.000335645,14.0826,1000
71,7,1000,396,1.21037e-05,3.32782,396
71,6,1000,0,0,0,0
71,5,1000,803,2.11108e-05,8.03422,803
71,4,1000,0,0,0,0
71,3,1000,981,4.36678e-05,9.78155,981
71,2,1000,0,0,0,0
71,1,1000,1000,4.76288e-05,10.6759,1000
72,7,1000,350,2.58505e-05,2.38454,350
72,6,1000,0,0,0,0
72,5,1000,722,4.46737e-05,5.63812,722
72,4,1000,0,0,0,0
72,3,1000,962,9.29021e-05,7.40571,962
72,2,1000,0,0,0,0
72,1,1000,1000,0.000100783,8.09161,1000
73,7,1000,350,3.67468e-06,1.80748,350
73,6,1000,0,0,0,0
73,5,1000,722,6.26982e-06,4.27382,722
73,4,1000,0,0,0,0
73,3,1000,962,1.31482e-05,5.61364,962
73,2,1000,0,0,0,0
73,1,1000,1000,1.42773e-05,6.13354,1000
74,7,1000,281,7.02417e-06,1.24407,281
74,6,1000,0,0,0,0
74,5,1000,517,1.25315e-05,2.41611,517
74,4,1000,0,0,0,0
74,3,1000,918,2.65096e-05,4.24627,918
74,2,1000,0,0,0,0
74,1,1000,1000,2.83457e-05,4.64877,1000
75,7,1000,281,9.86835e-07,0.942949,281
75,6,1000,0,0,0,0
75,5,1000,517,1.77356e-06,1.8314,517
75,4,1000,0,0,0,0
75,3,1000,918,3.71156e-06,3.21855,918
75,2,1000,0,0,0,0
75,1,1000,1000,3.90192e-06,3.52366,1000
76,7,1000,267,1.85146e-06,0.701292,267
76,6,1000,0,0,0,0
76,5,1000,431,3.37034e-06,1.17854,431
76,4,1000,0,0,0,0
76,3,1000,909,6.63125e-06,2.43846,909
76,2,1000,0,0,0,0
76,1,1000,994,6.99844e-06,2.66023,994
77,7,1000,267,2.54447e-07,0.531539,267
77,6,1000,0,0,0,0
77,5,1000,431,4.57414e-07,0.893301,431
77,4,1000,0,0,0,0
77,3,1000,909,9.45314e-07,1.84825,909
77,2,1000,0,0,0,0
77,1,1000,994,9.66799e-07,2.01634,994
78,7,1000,249,3.94289e-07,0.384778,249
78,6,1000,0,0,0,0
78,5,1000,414,7.7416e-07,0.656262,414
78,4,1000,0,0,0,0
78,3,1000,861,1.59491e-06,1.3508,861
78,2,1000,0,0,0,0
78,1,1000,946,1.66977e-06,1.47691,946
79,7,1000,249,5.60105e-08,0.29164,249
79,6,1000,0,0,0,0
79,5,1000,414,1.0156e-07,0.497422,414
79,4,1000,0,0,0,0
79,3,1000,861,2.17662e-07,1.02385,861
79,2,1000,0,0,0,0
79,1,1000,946,2.15469e-07,1.11945,946
80,7,1000,201,8.24499e-08,0.185705,201
80,6,1000,0,0,0,0
80,5,1000,358,1.86842e-07,0.33648,358
80,4,1000,0,0,0,0
80,3,1000,734,3.56625e-07,0.685872,734
80,2,1000,0,0,0,0
80,1,1000,796,3.29091e-07,0.740918,796
81,7,1000,201,1.05589e-08,0.140765,201
81,6,1000,0,0,0,0
81,5,1000,358,2.29209e-08,0.255046,358
81,4,1000,0,0,0,0
81,3,1000,734,4.89402e-08,0.519887,734
81,2,1000,0,0,0,0
81,1,1000,795,4.66696e-08,0.561035,795
82,7,1000,103,3.46778e-08,0.0569661,103
82,6,1000,0,0,0,0
82,5,1000,194,3.64634e-08,0.10791,194
82,4,1000,0,0,0,0
82,3,1000,418,6.49411e-08,0.232724,418
82,2,1000,0,0,0,0
82,1,1000,458,1.02051e-07,0.253934,458
83,7,1000,103,4.69837e-09,0.0431814,103
83,6,1000,0,0,0,0
83,5,1000,194,3.78238e-09,0.0817956,194
83,4,1000,0,0,0,0
83,3,1000,418,9.1748e-09,0.17641,418
83,2,1000,0,0,0,0
83,1,1000,458,1.53087e-08,0.192491,458
84,7,1000,14,1.54e-08,0.00449267,14
84,6,1000,0,0,0,0
84,5,1000,22,0,0.00723742,22
84,4,1000,0,0,0,0
84,3,1000,52,3.27561e-09,0.0168573,52
84,2,1000,0,0,0,0
84,1,1000,58,5.21039e-08,0.0185797,58
85,7,1000,14,2.2e-09,0.00340595,14
85,6,1000,0,0,0,0
85,5,1000,22,0,0.00548695,22
85,4,1000,0,0,0,0
85,3,1000,52,4.36689e-10,0.0127788,52
85,2,1000,0,0,0,0
85,1,1000,58,8.32755e-09,0.0140835,58
86,7,1000,1,3e-09,0.000181172,1
86,6,1000,0,0,0,0
86,5,1000,2,0,0.000384746,2
86,4,1000,0,0,0,0
86,3,1000,6,3.27473e-09,0.00109407,6
86,2,1000,0,0,0,0
86,1,1000,9,3.88099e-08,0.00158014,9
87,7,1000,1,2e-10,0.000137304,1
87,6,1000,0,0,0,0
87,5,1000,2,0,0.000291638,2
87,4,1000,0,0,0,0
87,3,1000,6,2.18286e-10,0.000829375,6
87,2,1000,0,0,0,0
87,1,1000,7,2.38812e-09,0.000937085,7
88,7,1000,0,0,0,0
88,6,1000,0,0,0,0
88,5,1000,0,0,0,0
88,4,1000,0,0,0,0
88,3,1000,0,0,0,0
88,2,1000,0,0,0,0
88,1,1000,0,0,0,0
89,7,1000,0,0,0,0
89,6,1000,0,0,0,0
89,5,1000,0,0,0,0
89,4,1000,0,0,0,0
89,3,1000,0,0,0,0
89,2,1000,0,0,0,0
89,1,1000,0,0,0,0
90,7,1000,0,0,0,0
90,6,1000,0,0,0,0
90,5,1000,0,0,0,0
90,4,1000,0,0,0,0
90,3,1000,0,0,0,0
90,2,1000,0,0,0,0
90,1,1000,0,0,0,0
91,7,1000,0,0,0,0
91,6,1000,0,0,0,0
91,5,1000,0,0,0,0
91,4,1000,0,0,0,0
91,3,1000,0,0,0,0
91,2,1000,0,0,0,0
91,1,1000,0,0,0,0
92,7,1000,0,0,0,0
92,6,1000,0,0,0,0
92,5,1000,0,0,0,0
92,4,1000,0,0,0,0
92,3,1000,0,0,0,0
92,2,1000,0,0,0,0
92,1,1000,0,0,0,0
93,7,1000,0,0,0,0
93,6,1000,0,0,0,0
93,5,1000,0,0,0,0
93,4,1000,0,0,0,0
93,3,1000,0,0,0,0
93,2,1000,0,0,0,0
93,1,1000,0,0,0,0
94,7,1000,0,0,0,0
94,6,1000,0,0,0,0
94,5,1000,0,0,0,0
94,4,1000,0,0,0,0
94,3,1000,0,0,0,0
94,2,1000,0,0,0,0
94,1,1000,0,0,0,0
95,7,1000,0,0,0,0
95,6,1000,0,0,0,0
95,5,1000,0,0,0,0
95,4,1000,0,0,0,0
95,3,1000,0,0,0,0
95,2,1000,0,0,0,0
95,1,1000,0,0,0,0
96,7,1000,0,0,0,0
96,6,1000,0,0,0,0
96,5,1000,0,0,0,0
96,4,1000,0,0,0,0
96,3,1000,0,0,0,0
96,2,1000,0,0,0,0
96,1,1000,0,0,0,0
97,7,1000,0,0,0,0
97,6,1000,0,0,0,0
97,5,1000,0,0,0,0
97,4,1000,0,0,0,0
97,3,1000,0,0,0,0
97,2,1000,0,0,0,0
97,1,1000,0,0,0,0
98,7,1000,0,0,0,0
98,6,1000,0,0,0,0
98,5,1000,0,0,0,0
98,4,1000,0,0,0,0
98,3,1000,0,0,0,0
98,2,1000,0,0,0,0
98,1,1000,0,0,0,0
99,7,1000,0,0,0,0
99,6,1000,0,0,0,0
99,5,1000,0,0,0,0
99,4,1000,0,0,0,0
99,3,1000,0,0,0,0
99,2,1000,0,0,0,0
99,1,1000,0,0,0,0
